Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
18/06/2023,1545321399,389618.04,128517.16,174367.34,5624.13,68787.35,NA,NA,NA,conventional,Sacramento
18/06/2023,1170485775,556115.7,312342.04,11338.17,114144.94,110149.6,NA,NA,NA,conventional,SanDiego
18/06/2023,1672187184,597626.44,183939.77,301996.6,5837.85,95001.2,NA,NA,NA,conventional,SanFrancisco
18/06/2023,1283659266,508439.58,257799.07,142351.33,29406.72,56419.63,NA,NA,NA,conventional,Seattle
18/06/2023,1109760249,571395.91,303796.63,105035.36,311.04,125819.8,NA,NA,NA,conventional,SouthCarolina
18/06/2023,109810137,76260.1,43008.31,17581.29,1.89,12267.73,NA,NA,NA,conventional,Spokane
18/06/2023,0.976965461,224308.93,136290.8,18957.58,4.2,62124.87,NA,NA,NA,conventional,StLouis
18/06/2023,1099647796,86413.79,13282.44,37653.53,445.97,32680.19,NA,NA,NA,conventional,Syracuse
18/06/2023,0.975691616,613731.96,481021.04,5033.68,179.5,121731.41,NA,NA,NA,conventional,Tampa
18/06/2023,1092112531,119834.73,33193.63,52793.13,7007.3,21834.58,NA,NA,NA,conventional,Toledo
18/06/2023,0.737741581,1068856.25,497861.01,125228.45,5475.59,368618.85,NA,NA,NA,conventional,WestTexNewMexico
18/06/2023,0.891670112,124811.72,56083.56,35785.29,108.82,21297.32,NA,NA,NA,conventional,Wichita
18/06/2023,1287914039,5828858.94,2706979.5,802332.25,1113893.39,1078478.33,NA,NA,NA,conventional,California
18/06/2023,1143672227,3773184.4,1186843.67,1367128.77,279131.4,838009.48,NA,NA,NA,conventional,GreatLakes
18/06/2023,1157671172,3867801.17,1561674.08,1034156.7,11680.31,932932.21,NA,NA,NA,conventional,Midsouth
18/06/2023,1070679866,6018373.85,821333.3,3460281.13,42372.87,1375208.2,NA,NA,NA,conventional,Northeast
18/06/2023,0.930969363,2154437.34,1153474.7,403923.91,6743.01,427739.86,NA,NA,NA,conventional,Plains
18/06/2023,0.823845557,5448139.81,2594785.56,1012167,110696.58,980740.2,NA,NA,NA,conventional,SouthCentral
18/06/2023,1028556017,5645349.28,3798083.94,478623.75,2016.24,1197735.87,NA,NA,NA,conventional,Southeast
18/06/2023,1004406013,6887189.26,3269077.06,2003781.23,141793.12,1206500.14,NA,NA,NA,conventional,West
18/06/2023,1059021995,39623334.05,17092251.8,10562394.73,1708326.94,8037344.28,NA,NA,NA,conventional,TotalUS
18/06/2023,1704781558,2403.65,214.01,325.1,0,1063.16,NA,NA,NA,organic,Albany
18/06/2023,1600338,19587.21,37.23,9264.88,0,7170.94,NA,NA,NA,organic,Atlanta
18/06/2023,1710751344,45984.94,446.42,11454.9,4.61,26982.67,NA,NA,NA,organic,BaltimoreWashington
18/06/2023,1265170564,11127.13,60.48,415.7,0,5427.08,NA,NA,NA,organic,BirminghamMontgomery
18/06/2023,2040050035,4744.06,11.1,3812.12,0,920.85,NA,NA,NA,organic,Boise
18/06/2023,1679651839,29881.25,224.87,2563.94,0,18010.47,NA,NA,NA,organic,Boston
18/06/2023,1673356525,11723.38,867.99,70.71,0,9745.18,NA,NA,NA,organic,BuffaloRochester
18/06/2023,1540285886,19386.11,92.72,4121.22,22.05,11161.03,NA,NA,NA,organic,Charlotte
18/06/2023,1650572972,39740.92,8920.6,15054.73,0,8106.63,NA,NA,NA,organic,Chicago
18/06/2023,1636722609,9064.98,852.31,4708.89,0,1450.38,NA,NA,NA,organic,CincinnatiDayton
18/06/2023,1810316072,7776.73,1552.6,2856.86,0,2273.04,NA,NA,NA,organic,Columbus
18/06/2023,127614112,43435.67,20432.56,800.74,0,19935.42,NA,NA,NA,organic,DallasFtWorth
18/06/2023,1315052016,36752.88,28630.43,694.23,0,5456.33,NA,NA,NA,organic,Denver
18/06/2023,157167092,11313.62,224.29,4126.7,0,4493.03,NA,NA,NA,organic,Detroit
18/06/2023,1522387902,5980.92,18.09,778.92,0,3620.7,NA,NA,NA,organic,GrandRapids
18/06/2023,1464755255,15856.31,235.61,660.97,0,11143.01,NA,NA,NA,organic,HarrisburgScranton
18/06/2023,1772523212,17683.34,928.74,7463.39,0,4048.77,NA,NA,NA,organic,HartfordSpringfield
18/06/2023,1451294089,12187.93,7790.94,236.31,0,3748.03,NA,NA,NA,organic,Houston
18/06/2023,1498130238,8156.95,655.74,1935.63,0,2726.64,NA,NA,NA,organic,Indianapolis
18/06/2023,1456643593,7893.17,1693.81,197.08,0,3693.71,NA,NA,NA,organic,Jacksonville
18/06/2023,1357582206,12080.42,5648.29,1694.53,0,4716.6,NA,NA,NA,organic,LasVegas
18/06/2023,1968254457,92682.93,56569.39,3423.38,0,18756.64,NA,NA,NA,organic,LosAngeles
18/06/2023,1885259993,4858.45,476.58,2870.4,0,610.18,NA,NA,NA,organic,Louisville
18/06/2023,1578035211,31754.78,14182.64,391.41,0,4507.17,NA,NA,NA,organic,MiamiFtLauderdale
18/06/2023,1684621503,18184.22,1641.51,9769.72,0,4066.35,NA,NA,NA,organic,Nashville
18/06/2023,1691207764,16779.59,2363.17,415.12,0,11190.4,NA,NA,NA,organic,NorthernNewEngland
18/06/2023,123792792,5441.45,357.96,36.22,0,2860.52,NA,NA,NA,organic,NewOrleans
18/06/2023,1583516772,102792.44,10981.49,12933.98,0,34695.74,NA,NA,NA,organic,NewYork
18/06/2023,1418116543,22231.61,11995.95,74.55,0,1871.49,NA,NA,NA,organic,Orlando
18/06/2023,1333573183,4108.22,124.28,536.3,0,1691.9,NA,NA,NA,organic,PeoriaSpringfield
18/06/2023,1578909582,31808.09,2070.5,5264.89,0,15493.86,NA,NA,NA,organic,Philadelphia
18/06/2023,1178224204,29033.83,12805.17,3302.37,0,11760.79,NA,NA,NA,organic,PhoenixTucson
18/06/2023,1683513823,6474.85,1577.85,0,0,2977.86,NA,NA,NA,organic,Pittsburgh
18/06/2023,245090921,24550.68,2783.97,18922.79,0,2563.58,NA,NA,NA,organic,Portland
18/06/2023,1648885432,3551.96,4.2,5.6,0,1906.27,NA,NA,NA,organic,Providence
18/06/2023,1486851298,27731.46,561.78,3523.03,23.37,17130.34,NA,NA,NA,organic,RaleighGreensboro
18/06/2023,1456108581,17681.47,344.21,3235.08,0,11875.92,NA,NA,NA,organic,RichmondNorfolk
18/06/2023,1601281111,9010.85,435.67,3021.62,0,3404.87,NA,NA,NA,organic,Roanoke
18/06/2023,1150496787,42851.76,5511.78,2968.67,0,34371.31,NA,NA,NA,organic,Sacramento
18/06/2023,218127379,20306.28,13316.8,927.82,0,3346.35,NA,NA,NA,organic,SanDiego
18/06/2023,1566234762,74761.43,17518.4,10331.02,0,46907.8,NA,NA,NA,organic,SanFrancisco
18/06/2023,2685459856,49107.14,6777.19,37766.06,6.76,3289.78,NA,NA,NA,organic,Seattle
18/06/2023,1476674887,26398.69,409.2,4196.38,2.32,18209.63,NA,NA,NA,organic,SouthCarolina
18/06/2023,2394672767,4331.63,781.8,2531.98,0,961.14,NA,NA,NA,organic,Spokane
18/06/2023,1830696556,5255.7,1650.03,226.55,0,2234.08,NA,NA,NA,organic,StLouis
18/06/2023,1715887245,3562.26,250.11,92.02,0,2717.56,NA,NA,NA,organic,Syracuse
18/06/2023,1392505532,16306.6,7300.62,75.11,0,1181.08,NA,NA,NA,organic,Tampa
18/06/2023,1460502708,4833.63,280.23,1079.14,0,1349.2,NA,NA,NA,organic,Toledo
18/06/2023,1298858796,42795.5,31240.21,762.66,0,10580.53,NA,NA,NA,organic,WestTexNewMexico
18/06/2023,1569450681,2280.2,1089.28,6.39,0,1099.48,NA,NA,NA,organic,Wichita
18/06/2023,1656096738,305704.32,116259.11,22818.2,0,149632.11,NA,NA,NA,organic,California
18/06/2023,1428405659,167841.18,17700.57,41269.9,0,67308.22,NA,NA,NA,organic,GreatLakes
18/06/2023,1564046592,215222.29,5687.28,53366.77,60.24,113715.83,NA,NA,NA,organic,Midsouth
18/06/2023,1621004947,263004.84,21681.8,32571.65,0,121166.42,NA,NA,NA,organic,Northeast
18/06/2023,1128258847,98203.14,12551.86,1402.51,0,67544.23,NA,NA,NA,organic,Plains
18/06/2023,1267287606,157147.54,60162.82,5813.99,0,86260.67,NA,NA,NA,organic,SouthCentral
18/06/2023,1446229379,184401.66,42968.85,19215.88,2.36,63195.49,NA,NA,NA,organic,Southeast
18/06/2023,1784021825,279141.92,104045.87,96069.71,6.88,73091.02,NA,NA,NA,organic,West
18/06/2023,1546450186,1670666.87,381058.16,272528.6,69.48,741913.98,NA,NA,NA,organic,TotalUS
25/06/2023,1107413057,124037.46,23434.74,76198.54,5.14,21125.66,NA,NA,NA,conventional,Albany
25/06/2023,105518297,770277.87,450533.59,128978.46,238.07,168786.4,NA,NA,NA,conventional,Atlanta
25/06/2023,1286140216,851088.14,317531.04,203570.39,1689.81,246133.53,NA,NA,NA,conventional,BaltimoreWashington
25/06/2023,1032466677,339000.89,212373.52,29079.99,66.91,76203.04,NA,NA,NA,conventional,BirminghamMontgomery
25/06/2023,1082473499,106528.54,57773.68,28290.44,146.55,16872.32,NA,NA,NA,conventional,Boise
25/06/2023,1369574304,565721.19,42119.23,357640.25,52.49,148977.06,NA,NA,NA,conventional,Boston
25/06/2023,1035680786,185886.91,45493.9,45677.28,2092.67,87826.72,NA,NA,NA,conventional,BuffaloRochester
25/06/2023,1241329425,342446.37,129148.64,73299.51,711.61,94349.46,NA,NA,NA,conventional,Charlotte
25/06/2023,1289776867,786203.68,214603.59,270234.88,77689.78,209211.25,NA,NA,NA,conventional,Chicago
25/06/2023,124573875,247893.36,81927.96,104911.48,14870.64,42800.91,NA,NA,NA,conventional,CincinnatiDayton
25/06/2023,1245228572,213778.78,89290.93,64407.19,12953.71,43945.6,NA,NA,NA,conventional,Columbus
25/06/2023,0.814242588,1488475.27,645846.22,376238.18,40822.71,298510.57,NA,NA,NA,conventional,DallasFtWorth
25/06/2023,1115761882,1006663.58,417123.14,327541.41,16724.3,214800.03,NA,NA,NA,conventional,Denver
25/06/2023,1211726226,373539.49,111186.33,105502.44,68771.71,82542.97,NA,NA,NA,conventional,Detroit
25/06/2023,1282549581,200885.04,23332.62,51382.55,86351.15,36448.63,NA,NA,NA,conventional,GrandRapids
25/06/2023,1197750583,337341.69,120704.78,75583.53,21627.8,84446.15,NA,NA,NA,conventional,HarrisburgScranton
25/06/2023,1346383519,306261.08,16520.74,205377.73,34.71,73591.58,NA,NA,NA,conventional,HartfordSpringfield
25/06/2023,0.864731098,855316.06,439731.28,214925.74,5113.34,47702.56,NA,NA,NA,conventional,Houston
25/06/2023,1196594309,240940.5,71651.94,91645.66,20214.69,52257.11,NA,NA,NA,conventional,Indianapolis
25/06/2023,1103186929,246019.7,153209.14,21675.22,36.5,65877.41,NA,NA,NA,conventional,Jacksonville
25/06/2023,1064873198,403948.21,151378.09,76969.99,14423.37,152130.55,NA,NA,NA,conventional,LasVegas
25/06/2023,1278166102,2906754.11,1425808.72,33452.19,790376.7,600026.62,NA,NA,NA,conventional,LosAngeles
25/06/2023,117018023,122841.75,35574.79,46991.38,3408.72,33391.97,NA,NA,NA,conventional,Louisville
25/06/2023,1063938335,1023644.71,778477.88,35860.74,330.71,196307.39,NA,NA,NA,conventional,MiamiFtLauderdale
25/06/2023,1083766695,295110.63,137539.87,70914.11,28.32,79985.93,NA,NA,NA,conventional,Nashville
25/06/2023,1171490018,485140.17,62891.06,311745.43,162.29,102351.63,NA,NA,NA,conventional,NorthernNewEngland
25/06/2023,0.875424854,302847.97,190816.62,7536.12,1251.71,30919.74,NA,NA,NA,conventional,NewOrleans
25/06/2023,1291590029,1533754.25,144334.23,739269.7,978.04,554340.98,NA,NA,NA,conventional,NewYork
25/06/2023,1064768622,587000.8,384742.86,15832.08,102.27,174524.67,NA,NA,NA,conventional,Orlando
25/06/2023,104364761,119778.74,55163.79,20638.29,9334.09,28688.78,NA,NA,NA,conventional,PeoriaSpringfield
25/06/2023,1104616165,512988.36,145388.78,132336.51,16490.45,178660.33,NA,NA,NA,conventional,Philadelphia
25/06/2023,0.939471387,1217982.38,583486,346517.13,11168.66,240858.45,NA,NA,NA,conventional,PhoenixTucson
25/06/2023,1233596208,122201.18,65970.95,10538.76,79.81,38409.33,NA,NA,NA,conventional,Pittsburgh
25/06/2023,1185229059,575123.37,311633.33,127495.82,42347.34,78139.42,NA,NA,NA,conventional,Portland
25/06/2023,1462409828,81053.18,5670.69,55330.95,2.45,17442.34,NA,NA,NA,conventional,Providence
25/06/2023,1175303888,400824.53,148452.96,89160.56,576.95,103995.49,NA,NA,NA,conventional,RaleighGreensboro
25/06/2023,1117110918,295563.71,118211.81,79622.93,127.5,63527.93,NA,NA,NA,conventional,RichmondNorfolk
25/06/2023,1079449069,173215.26,71397.43,47900.76,774.06,37849.65,NA,NA,NA,conventional,Roanoke
25/06/2023,1282372227,451662.96,137182.71,234390.57,5623.35,62242.26,NA,NA,NA,conventional,Sacramento
25/06/2023,1265115691,519985.36,291724.99,10149.36,97118.81,112483.91,NA,NA,NA,conventional,SanDiego
25/06/2023,10753043,840902.34,230595.29,512951.76,5952.77,78939.35,NA,NA,NA,conventional,SanFrancisco
25/06/2023,1435860473,493794.69,247523.31,136652.3,31150.55,57376.55,NA,NA,NA,conventional,Seattle
25/06/2023,1138037102,535530.41,264018.01,110376.39,319.77,122044.78,NA,NA,NA,conventional,SouthCarolina
25/06/2023,1222098457,75302.25,42544.19,17172.82,121.84,12489.04,NA,NA,NA,conventional,Spokane
25/06/2023,0.955996566,208359.63,123843.53,15203.99,40.17,62041.05,NA,NA,NA,conventional,StLouis
25/06/2023,1080559796,85032.04,17188.38,34630.71,473.88,30222.59,NA,NA,NA,conventional,Syracuse
25/06/2023,0.993758311,610540.38,472849.18,4718.52,169.13,127708.04,NA,NA,NA,conventional,Tampa
25/06/2023,1173924666,115131.46,41791.98,35898.85,13572.88,20781.46,NA,NA,NA,conventional,Toledo
25/06/2023,0.824505239,946610.36,477805.19,102113.76,4386.03,288638.34,NA,NA,NA,conventional,WestTexNewMexico
25/06/2023,0.893562297,109552.29,57460.33,20200.41,110.78,23767.11,NA,NA,NA,conventional,Wichita
25/06/2023,1226794024,5968982.26,2660909.6,1164733.99,992854.86,1023024.33,NA,NA,NA,conventional,California
25/06/2023,1177326827,3777381.21,1185195.5,1196315.32,489937.52,812322.56,NA,NA,NA,conventional,GreatLakes
25/06/2023,117113541,3738614.87,1486570.38,935156.03,15537.13,926408.64,NA,NA,NA,conventional,Midsouth
25/06/2023,1242139123,4763700.75,763585.57,2257420.64,44365.53,1448201.38,NA,NA,NA,conventional,Northeast
25/06/2023,0.940548445,2084260.43,1105684.41,290998.56,7076.34,491655.85,NA,NA,NA,conventional,Plains
25/06/2023,0.825369982,5529643.54,2884046.77,945187.23,85393.89,895416.87,NA,NA,NA,conventional,SouthCentral
25/06/2023,1054138029,5493730.1,3584456.86,495058.52,2003.28,1216357.34,NA,NA,NA,conventional,Southeast
25/06/2023,1082523479,6659171.17,3207332.04,1707295.9,156763.21,1335073.83,NA,NA,NA,conventional,West
25/06/2023,1094020942,38015484.32,16877781.12,8992166.19,1793931.76,8148460.79,NA,NA,NA,conventional,TotalUS
25/06/2023,1625738156,3244.33,326.77,381.31,0,2374.49,NA,NA,NA,organic,Albany
25/06/2023,1612916171,20733.75,24.06,9690.25,0,5512.06,NA,NA,NA,organic,Atlanta
25/06/2023,163547716,44768.61,555.93,8173.22,8.06,32484.84,NA,NA,NA,organic,BaltimoreWashington
25/06/2023,1270055899,11336.66,34.48,331.37,0,4790.51,NA,NA,NA,organic,BirminghamMontgomery
25/06/2023,2114733875,4447.35,49.95,3575.65,0,821.76,NA,NA,NA,organic,Boise
25/06/2023,1671717335,29624.38,266.67,2277.35,0,19560.57,NA,NA,NA,organic,Boston
25/06/2023,1656631042,12472.68,561.94,100.64,0,11788.05,NA,NA,NA,organic,BuffaloRochester
25/06/2023,1521054013,21873.81,93.04,4331.87,24.26,15098.76,NA,NA,NA,organic,Charlotte
25/06/2023,1714477649,43163.56,574.5,34713.27,0,3962.45,NA,NA,NA,organic,Chicago
25/06/2023,1742481661,11914.02,1333.8,7486.86,0,3065.79,NA,NA,NA,organic,CincinnatiDayton
25/06/2023,186636944,8597.66,883.51,3978.98,0,3710.37,NA,NA,NA,organic,Columbus
25/06/2023,1255284492,39185.63,16764.67,794.87,0,19281.43,NA,NA,NA,organic,DallasFtWorth
25/06/2023,1345873355,32535.54,25394.43,949.39,0,4484.42,NA,NA,NA,organic,Denver
25/06/2023,1628839168,12071.49,202.29,5061.23,0,6703.24,NA,NA,NA,organic,Detroit
25/06/2023,1507178485,5658.73,4.82,812.69,0,4628.33,NA,NA,NA,organic,GrandRapids
25/06/2023,1469075935,16401.25,232.26,493.86,0,14934.19,NA,NA,NA,organic,HarrisburgScranton
25/06/2023,1951387051,16744.83,737.98,6610.88,0,5561.59,NA,NA,NA,organic,HartfordSpringfield
25/06/2023,1272626594,15956.32,9008.47,195.84,0,6235.42,NA,NA,NA,organic,Houston
25/06/2023,1708905879,5890.84,120.75,2749.31,0,2899.51,NA,NA,NA,organic,Indianapolis
25/06/2023,1489702308,8541.45,74.05,262.97,0,5076.88,NA,NA,NA,organic,Jacksonville
25/06/2023,1351404694,13022.26,6700.82,1237.08,0,5084.36,NA,NA,NA,organic,LasVegas
25/06/2023,1982097921,82551.95,49195.38,3394.32,2.79,14963.16,NA,NA,NA,organic,LosAngeles
25/06/2023,1973967733,4861.21,4.47,3426.86,0,622.3,NA,NA,NA,organic,Louisville
25/06/2023,1591567582,38766.62,341.55,2975.39,0,19019.82,NA,NA,NA,organic,MiamiFtLauderdale
25/06/2023,1687384067,18015.71,117.06,11399.38,0,3674.12,NA,NA,NA,organic,Nashville
25/06/2023,1707209833,14766.53,2575.61,386.36,0,11666.97,NA,NA,NA,organic,NorthernNewEngland
25/06/2023,125007561,10165.79,319.61,20.39,0,7303.69,NA,NA,NA,organic,NewOrleans
25/06/2023,1584201956,102150.64,10487.99,11606.47,0,41698.14,NA,NA,NA,organic,NewYork
25/06/2023,1428446084,25630.4,252.58,285.6,0,15450.59,NA,NA,NA,organic,Orlando
25/06/2023,1477915885,3852.36,15.33,879.87,0,1832.61,NA,NA,NA,organic,PeoriaSpringfield
25/06/2023,1514861153,31930.93,2242.94,3097.29,0,20612.87,NA,NA,NA,organic,Philadelphia
25/06/2023,1363167572,19976.01,14254.84,2187.28,0,2503.84,NA,NA,NA,organic,PhoenixTucson
25/06/2023,170822978,6213.85,1527.22,13.99,0,4644.68,NA,NA,NA,organic,Pittsburgh
25/06/2023,2524115027,23190.92,3136.92,17141.32,26.76,2570.93,NA,NA,NA,organic,Portland
25/06/2023,1616752713,3935.09,0,12.12,0,2430.76,NA,NA,NA,organic,Providence
25/06/2023,1486981612,29544.51,493.09,3881.47,12.76,24280.32,NA,NA,NA,organic,RaleighGreensboro
25/06/2023,1522847431,17031.38,0,3801.45,0,13104.32,NA,NA,NA,organic,RichmondNorfolk
25/06/2023,1631454111,8759.81,2.21,3286.27,0,4961.83,NA,NA,NA,organic,Roanoke
25/06/2023,1114150905,39884.18,4612.11,2915.82,0,32356.25,NA,NA,NA,organic,Sacramento
25/06/2023,2186641535,18809.09,12049.63,836.41,0,3576.3,NA,NA,NA,organic,SanDiego
25/06/2023,1498799091,65155.07,13112.66,8853.91,0,43188.51,NA,NA,NA,organic,SanFrancisco
25/06/2023,2214893474,51495.34,5473.59,41255.48,6.75,3283.22,NA,NA,NA,organic,Seattle
25/06/2023,1511173039,26839.76,597.24,4298.92,4.64,13901.87,NA,NA,NA,organic,SouthCarolina
25/06/2023,1771244491,5598.98,911.94,3653.84,0,979.65,NA,NA,NA,organic,Spokane
25/06/2023,213412775,7742.87,965.59,3133.9,0,2911.79,NA,NA,NA,organic,StLouis
25/06/2023,1668351926,4029.94,311.14,155.68,0,3513.34,NA,NA,NA,organic,Syracuse
25/06/2023,1391663029,17644.21,187.36,356.42,0,9184.49,NA,NA,NA,organic,Tampa
25/06/2023,1555100095,4559.85,51.77,1609.94,0,2837.5,NA,NA,NA,organic,Toledo
25/06/2023,1709825859,24820.75,17720.12,588.58,0,5930.35,NA,NA,NA,organic,WestTexNewMexico
25/06/2023,1609991781,2978.17,1697.11,4.26,0,1176,NA,NA,NA,organic,Wichita
25/06/2023,1634763151,270537.95,98554.14,21134.39,5.99,133259,NA,NA,NA,organic,California
25/06/2023,1612808607,144565.22,5520.29,68040.86,0,57907.3,NA,NA,NA,organic,GreatLakes
25/06/2023,1558159164,219525.9,1989.71,55716.45,57.33,141977.05,NA,NA,NA,organic,Midsouth
25/06/2023,1626732988,262309.85,21344.94,27304.35,0,151232.33,NA,NA,NA,organic,Northeast
25/06/2023,145461534,72203.12,14301.08,7829.26,0,35500.68,NA,NA,NA,organic,Plains
25/06/2023,127839209,140368.61,41272.69,5028.94,0,88337.52,NA,NA,NA,organic,SouthCentral
25/06/2023,1459902522,205084.02,1780.51,24799.33,7.96,100930.26,NA,NA,NA,organic,Southeast
25/06/2023,1760628297,255570.5,99281.93,97815.97,34.15,52521.55,NA,NA,NA,organic,West
25/06/2023,1578195179,1570165.19,284045.3,307669.55,105.43,761665.7,NA,NA,NA,organic,TotalUS
2/07/2023,1107264,124207.52,30299.83,72137.9,7.87,18955.45,NA,NA,NA,conventional,Albany
2/07/2023,1091933305,765585.29,447481.28,129943.7,140.5,167765.22,NA,NA,NA,conventional,Atlanta
2/07/2023,1347535688,856288.88,301493.83,206586.64,1289.02,260825.39,NA,NA,NA,conventional,BaltimoreWashington
2/07/2023,1061094576,346694.74,215711.14,34721.95,77.36,75440.35,NA,NA,NA,conventional,BirminghamMontgomery
2/07/2023,1081089583,121575.68,54090.03,47179.91,148.3,16728.29,NA,NA,NA,conventional,Boise
2/07/2023,1369263709,566078.02,42990.66,368447.45,37.92,138864.67,NA,NA,NA,conventional,Boston
2/07/2023,1054345195,179623.53,37080.32,43545.67,2096.4,90792.59,NA,NA,NA,conventional,BuffaloRochester
2/07/2023,1292251715,347226.82,130633.19,80680.42,648.11,95780.99,NA,NA,NA,conventional,Charlotte
2/07/2023,1404745591,768794.37,188756.1,285201.21,91305.7,185806.12,NA,NA,NA,conventional,Chicago
2/07/2023,1312721659,218410.49,46573.92,115590.48,7132.43,45330.35,NA,NA,NA,conventional,CincinnatiDayton
2/07/2023,1239810874,212915.57,96161.95,63574.3,6130.65,44021.38,NA,NA,NA,conventional,Columbus
2/07/2023,0.907878095,1400619.53,588331.98,337302.26,78200.76,258398.91,NA,NA,NA,conventional,DallasFtWorth
2/07/2023,1122777209,1075264.05,344464.17,456905.44,52530.08,189860.53,NA,NA,NA,conventional,Denver
2/07/2023,1255981907,343570.27,102053.23,107451.42,46844.94,82538.95,NA,NA,NA,conventional,Detroit
2/07/2023,1276753799,162881.3,20559.63,42129.73,56075.64,41303.54,NA,NA,NA,conventional,GrandRapids
2/07/2023,1224617773,356191.25,139149.35,83704.9,19314.26,88273.97,NA,NA,NA,conventional,HarrisburgScranton
2/07/2023,1295674536,344101.39,21077.29,242284.88,25.52,70145.65,NA,NA,NA,conventional,HartfordSpringfield
2/07/2023,0.871224387,900320.69,391251.53,356627.14,5898.28,51187.93,NA,NA,NA,conventional,Houston
2/07/2023,1185343222,241385.63,75509.66,98103.15,12153.29,50488.59,NA,NA,NA,conventional,Indianapolis
2/07/2023,1132929594,244616.92,168986.67,16272.99,29.84,52441.57,NA,NA,NA,conventional,Jacksonville
2/07/2023,1096298351,415574.95,155553.96,127749.18,23337.25,100015.45,NA,NA,NA,conventional,LasVegas
2/07/2023,1205796274,3323316.93,1488870.35,49230.43,1156848.67,575018.02,NA,NA,NA,conventional,LosAngeles
2/07/2023,1059482442,141342.71,29932.45,74500.71,2448.79,30677.26,NA,NA,NA,conventional,Louisville
2/07/2023,1087779178,1032258.42,836233.81,17971.74,256.44,166708.74,NA,NA,NA,conventional,MiamiFtLauderdale
2/07/2023,1078996696,302780.76,124550.02,88474.23,11.21,82187.34,NA,NA,NA,conventional,Nashville
2/07/2023,1193421079,476821.41,67738.26,310331.59,26.74,90680.89,NA,NA,NA,conventional,NorthernNewEngland
2/07/2023,0.978940996,284652.51,191322.02,13599.47,1686.41,23927.95,NA,NA,NA,conventional,NewOrleans
2/07/2023,1218294327,1820535.11,153814.73,1056921.14,801.31,505696.8,NA,NA,NA,conventional,NewYork
2/07/2023,1124028099,571166.72,395370.95,18396.12,94.08,145570.14,NA,NA,NA,conventional,Orlando
2/07/2023,1065362393,113851.74,57139.03,19665.37,5398.86,25517.14,NA,NA,NA,conventional,PeoriaSpringfield
2/07/2023,1085205808,572694.14,152778.4,165917.05,14804.41,206677.47,NA,NA,NA,conventional,Philadelphia
2/07/2023,0.980657745,1191940.22,578203.63,411893.57,23109.82,143950.27,NA,NA,NA,conventional,PhoenixTucson
2/07/2023,1327175656,134247.4,77186.6,13742.18,83.75,32567.13,NA,NA,NA,conventional,Pittsburgh
2/07/2023,1084363692,693602.47,290190.44,251845.64,44076.36,93356.42,NA,NA,NA,conventional,Portland
2/07/2023,1444545366,92872.91,6364.59,66562.52,21.1,17179,NA,NA,NA,conventional,Providence
2/07/2023,1243502067,386104.98,139669.59,92019.79,369.49,104160.7,NA,NA,NA,conventional,RaleighGreensboro
2/07/2023,1186899033,289261.05,109377.51,83939.46,129.78,66254.38,NA,NA,NA,conventional,RichmondNorfolk
2/07/2023,1148763782,175788.18,68766.83,56992.65,743.51,36372.41,NA,NA,NA,conventional,Roanoke
2/07/2023,1617584854,451342.97,148292.34,228148.92,6169.03,57488.54,NA,NA,NA,conventional,Sacramento
2/07/2023,1236339464,577136.95,312975.33,11224.35,128818.65,116493.35,NA,NA,NA,conventional,SanDiego
2/07/2023,1625896767,651655.06,227978.39,315853.77,7494.58,88434.98,NA,NA,NA,conventional,SanFrancisco
2/07/2023,1274736204,561191.7,220198.78,240869.17,21672.23,56148.83,NA,NA,NA,conventional,Seattle
2/07/2023,1179614568,565834.92,283169.84,115725.52,210.22,126856.59,NA,NA,NA,conventional,SouthCarolina
2/07/2023,1096459621,87176.43,41858.4,29516.65,45.47,12810.14,NA,NA,NA,conventional,Spokane
2/07/2023,1012941766,207556.8,129641.86,15246.47,38.73,55665.43,NA,NA,NA,conventional,StLouis
2/07/2023,109845438,86180.6,19217.54,31940.76,517.62,31988.64,NA,NA,NA,conventional,Syracuse
2/07/2023,1043896531,592753.69,482279.98,5765.61,168.83,100071.36,NA,NA,NA,conventional,Tampa
2/07/2023,1161429205,114584.54,36948.65,41790.9,8861.46,23946.75,NA,NA,NA,conventional,Toledo
2/07/2023,0.849570133,1020714.34,487247.65,129717.2,9480.68,319055.09,NA,NA,NA,conventional,WestTexNewMexico
2/07/2023,0.878222262,108941.28,51637.31,27088.48,80.64,26391.86,NA,NA,NA,conventional,Wichita
2/07/2023,1314814284,6254459.93,2778614.25,924964.73,1419739.17,1007619.64,NA,NA,NA,conventional,California
2/07/2023,1214986594,3650250.76,1164213.33,1235792.48,360562.98,793513.51,NA,NA,NA,conventional,GreatLakes
2/07/2023,1212679581,3786129.15,1420790.02,1055743.68,12007.41,952135.2,NA,NA,NA,conventional,Midsouth
2/07/2023,121981922,5242745.01,829644.43,2721273.34,40447.3,1407482.96,NA,NA,NA,conventional,Northeast
2/07/2023,0.992231318,2083159.25,1132385.1,301010.94,12374.2,474470.84,NA,NA,NA,conventional,Plains
2/07/2023,0.902928879,5287582.81,2719579.06,1024791.79,131945.04,837959.88,NA,NA,NA,conventional,SouthCentral
2/07/2023,1093790242,5520261.12,3728687.76,504167.41,1386.18,1095196.47,NA,NA,NA,conventional,Southeast
